timestamp,time_of_day,day_of_week,app_sequence,social_screen_time_mins,daily_spend_ratio,erratic_usage_score,is_impulse_buy
2026-01-06 06:23:34,Morning,Tuesday,Spotify->Spotify,30,1.747,6.831,0
2026-01-06 07:20:32,Morning,Tuesday,Spotify->Spotify,26,1.67,4.821,1
2026-01-06 07:44:14,Morning,Tuesday,YouTube->WhatsApp,13,0.874,3.118,1
2026-01-06 08:45:36,Morning,Tuesday,Spotify->WhatsApp,23,0.615,1.658,0
2026-01-06 09:09:48,Morning,Tuesday,Chrome->Instagram,9,0.657,5.294,0
2026-01-06 09:21:21,Morning,Tuesday,Telegram->Zomato,16,0.962,2.718,0
2026-01-06 10:30:46,Morning,Tuesday,YouTube->Spotify,31,1.888,4.731,0
2026-01-06 10:57:36,Morning,Tuesday,WhatsApp->Instagram,28,0.821,6.24,0
2026-01-06 11:08:13,Morning,Tuesday,Chrome->Instagram,79,0.864,4.302,0
2026-01-06 13:22:23,Afternoon,Tuesday,Instagram->YouTube,18,0.857,8.481,0
2026-01-06 13:27:32,Afternoon,Tuesday,Telegram->Instagram,38,0.885,5.088,0
2026-01-06 13:47:54,Afternoon,Tuesday,YouTube->YouTube,17,1.079,7.876,0
2026-01-06 13:54:53,Afternoon,Tuesday,WhatsApp->Spotify,34,0.666,6.195,0
2026-01-06 14:16:33,Afternoon,Tuesday,YouTube->Amazon,34,1.636,7.435,0
2026-01-06 17:06:00,Evening,Tuesday,Chrome->Instagram,64,1.025,4.276,0
2026-01-06 17:22:50,Evening,Tuesday,Spotify->YouTube,43,2.779,8.195,0
2026-01-06 17:26:36,Evening,Tuesday,Chrome->Instagram,47,0.694,7.855,0
2026-01-06 17:51:01,Evening,Tuesday,Telegram->YouTube,43,1.982,8.709,0
2026-01-06 18:31:08,Evening,Tuesday,Telegram->Myntra,28,1.838,7.028,0
2026-01-06 18:49:04,Evening,Tuesday,Telegram->YouTube,40,0.926,2.661,0
2026-01-06 19:03:21,Evening,Tuesday,Telegram->YouTube,44,0.932,6.57,0
2026-01-06 19:43:42,Evening,Tuesday,Chrome->Amazon,51,0.763,3.158,1
2026-01-06 21:21:35,Evening,Tuesday,YouTube->Instagram,59,0.767,2.868,0
2026-01-06 21:28:51,Evening,Tuesday,WhatsApp->Spotify,46,1.083,7.186,0
2026-01-06 22:23:56,Late Night,Tuesday,Chrome->Instagram,58,1.201,5.456,0
2026-01-06 23:09:12,Late Night,Tuesday,Instagram->Zomato,34,0.648,4.085,1
2026-01-06 23:41:53,Late Night,Tuesday,Instagram->YouTube,71,2.849,2.415,0
2026-01-07 00:43:00,Late Night,Wednesday,Telegram->Myntra,51,1.08,6.054,1
2026-01-07 00:45:33,Late Night,Wednesday,Instagram->Zomato,74,1.222,8.436,0
2026-01-07 01:30:20,Late Night,Wednesday,Chrome->Myntra,83,0.939,1.778,1
2026-01-07 01:52:06,Late Night,Wednesday,Instagram->YouTube,59,1.077,3.026,0
2026-01-07 01:55:14,Late Night,Wednesday,Instagram->YouTube,46,1.04,5.035,0
2026-01-07 02:08:15,Late Night,Wednesday,Telegram->YouTube,62,1.19,6.596,0
2026-01-07 02:34:04,Late Night,Wednesday,Telegram->Spotify,68,1.185,5.761,0
2026-01-07 03:10:00,Late Night,Wednesday,YouTube->Spotify,57,1.618,3.844,0
2026-01-07 03:33:46,Late Night,Wednesday,Instagram->Myntra,53,1.299,3.447,1
2026-01-07 04:04:00,Late Night,Wednesday,WhatsApp->Myntra,71,1.557,5.282,1
2026-01-07 04:27:17,Late Night,Wednesday,YouTube->Zomato,70,1.187,7.262,1
2026-01-07 05:30:46,Morning,Wednesday,WhatsApp->Instagram,24,1.183,6.792,0
2026-01-07 06:02:11,Morning,Wednesday,Instagram->Instagram,4,0.988,7.663,0
2026-01-07 07:40:52,Morning,Wednesday,Spotify->Amazon,37,1.586,7.393,0
2026-01-07 07:45:17,Morning,Wednesday,YouTube->WhatsApp,18,1.225,8.213,1
2026-01-07 08:29:33,Morning,Wednesday,Chrome->YouTube,33,1.02,3.907,0
2026-01-07 09:01:14,Morning,Wednesday,Spotify->YouTube,32,1.009,4.462,0
2026-01-07 09:02:17,Morning,Wednesday,Spotify->Spotify,0,1.039,6.146,0
2026-01-07 10:01:23,Morning,Wednesday,Instagram->Instagram,31,1.096,4.369,0
2026-01-07 10:15:49,Morning,Wednesday,Chrome->Spotify,38,1.06,7.006,0
2026-01-07 10:29:48,Morning,Wednesday,Chrome->WhatsApp,40,0.876,7.469,0
2026-01-07 10:43:39,Morning,Wednesday,Instagram->Instagram,32,1.449,7.524,0
2026-01-07 11:06:27,Morning,Wednesday,Telegram->Amazon,0,1.484,5.114,1
2026-01-07 11:21:53,Morning,Wednesday,YouTube->Spotify,50,2.134,8.185,0
2026-01-07 11:26:30,Morning,Wednesday,Chrome->WhatsApp,37,0.861,5.105,0
2026-01-07 12:23:57,Afternoon,Wednesday,Instagram->Myntra,21,1.395,1.338,0
2026-01-07 12:35:50,Afternoon,Wednesday,Telegram->YouTube,27,0.524,6.486,0
2026-01-07 13:19:25,Afternoon,Wednesday,Instagram->Spotify,44,1.484,8.042,0
2026-01-07 13:30:45,Afternoon,Wednesday,Chrome->YouTube,51,0.623,2.565,0
2026-01-07 13:44:37,Afternoon,Wednesday,Telegram->YouTube,32,0.745,1.998,0
2026-01-07 14:20:14,Afternoon,Wednesday,Telegram->WhatsApp,53,1.229,4.779,0
2026-01-07 14:27:54,Afternoon,Wednesday,Spotify->Instagram,11,0.855,5.065,0
2026-01-07 14:30:13,Afternoon,Wednesday,WhatsApp->Amazon,23,0.812,3.844,0
2026-01-07 14:39:18,Afternoon,Wednesday,Chrome->YouTube,7,0.901,4.255,0
2026-01-07 14:40:44,Afternoon,Wednesday,YouTube->Instagram,26,1.429,4.96,0
2026-01-07 15:06:31,Afternoon,Wednesday,Instagram->Spotify,64,0.76,1.949,1
2026-01-07 15:07:01,Afternoon,Wednesday,YouTube->Amazon,73,1.061,2.975,0
2026-01-07 16:09:17,Afternoon,Wednesday,Spotify->WhatsApp,44,0.938,0.903,0
2026-01-07 16:57:32,Afternoon,Wednesday,WhatsApp->YouTube,30,1.479,6.666,0
2026-01-07 17:02:15,Evening,Wednesday,Instagram->YouTube,46,1.495,3.463,0
2026-01-07 17:21:49,Evening,Wednesday,Spotify->YouTube,58,0.539,7.591,0
2026-01-07 17:33:35,Evening,Wednesday,YouTube->Spotify,25,1.611,6.832,1
2026-01-07 17:38:19,Evening,Wednesday,YouTube->YouTube,41,0.859,6.547,0
2026-01-07 17:47:01,Evening,Wednesday,WhatsApp->Amazon,73,1.185,6.444,1
2026-01-07 18:31:20,Evening,Wednesday,YouTube->Amazon,33,0.758,2.748,1
2026-01-07 20:15:09,Evening,Wednesday,WhatsApp->Amazon,38,1.247,6.073,0
2026-01-07 20:22:14,Evening,Wednesday,YouTube->Zomato,50,2.856,5.721,0
2026-01-07 20:39:04,Evening,Wednesday,Instagram->Spotify,55,1.137,1.449,0
2026-01-07 20:44:13,Evening,Wednesday,WhatsApp->YouTube,40,0.91,3.698,0
2026-01-07 20:44:56,Evening,Wednesday,Chrome->Instagram,51,0.992,1.843,0
2026-01-07 21:37:28,Evening,Wednesday,Chrome->Spotify,60,0.62,7.075,0
2026-01-07 22:03:16,Late Night,Wednesday,Instagram->Myntra,93,2.067,5.263,1
2026-01-07 23:51:57,Late Night,Wednesday,Instagram->Spotify,60,1.342,4.952,0
2026-01-08 01:58:48,Late Night,Thursday,YouTube->YouTube,61,0.8,9.241,0
2026-01-08 02:30:59,Late Night,Thursday,YouTube->Spotify,86,0.81,4.637,0
2026-01-08 03:17:34,Late Night,Thursday,YouTube->Amazon,53,1.199,6.781,1
2026-01-08 03:44:01,Late Night,Thursday,Telegram->YouTube,41,1.698,7.266,0
2026-01-08 03:47:03,Late Night,Thursday,Spotify->Zomato,66,0.769,4.397,1
2026-01-08 04:15:32,Late Night,Thursday,WhatsApp->YouTube,79,1.819,7.807,0
2026-01-08 04:22:13,Late Night,Thursday,Telegram->Myntra,68,1.151,6.944,0
2026-01-08 04:28:09,Late Night,Thursday,Chrome->Zomato,60,0.837,7.075,1
2026-01-08 04:29:22,Late Night,Thursday,Chrome->Instagram,39,0.998,5.47,0
2026-01-08 05:54:27,Morning,Thursday,Chrome->YouTube,29,2.105,1.456,0
2026-01-08 06:04:10,Morning,Thursday,Spotify->Instagram,50,0.639,5.792,0
2026-01-08 06:24:55,Morning,Thursday,Telegram->Instagram,10,0.82,4.999,0
2026-01-08 06:27:05,Morning,Thursday,Spotify->Myntra,26,1.556,4.372,0
2026-01-08 06:54:48,Morning,Thursday,Spotify->Instagram,24,1.176,1.368,0
2026-01-08 07:19:50,Morning,Thursday,Instagram->Instagram,19,0.802,4.399,0
2026-01-08 07:58:26,Morning,Thursday,Instagram->Amazon,34,1.563,3.855,0
2026-01-08 08:16:08,Morning,Thursday,Telegram->YouTube,37,1.591,2.878,0
2026-01-08 08:33:18,Morning,Thursday,Instagram->Myntra,37,1.229,3.629,0
2026-01-08 08:46:59,Morning,Thursday,YouTube->WhatsApp,14,0.858,5.504,0
2026-01-08 09:08:59,Morning,Thursday,WhatsApp->YouTube,4,0.91,6.528,0
2026-01-08 09:16:44,Morning,Thursday,Telegram->YouTube,34,1.207,1.606,0
2026-01-08 09:44:26,Morning,Thursday,Chrome->YouTube,22,0.658,4.419,0
2026-01-08 10:12:38,Morning,Thursday,YouTube->Spotify,59,1.794,6.133,0
2026-01-08 11:20:23,Morning,Thursday,Instagram->Spotify,60,2.067,8.453,0
2026-01-08 13:10:07,Afternoon,Thursday,Instagram->YouTube,72,0.99,3.028,0
2026-01-08 14:16:40,Afternoon,Thursday,WhatsApp->Amazon,25,1.24,4.751,0
2026-01-08 14:35:31,Afternoon,Thursday,Telegram->Instagram,49,1.7,1.932,0
2026-01-08 15:11:36,Afternoon,Thursday,WhatsApp->WhatsApp,54,2.278,6.104,0
2026-01-08 15:15:32,Afternoon,Thursday,WhatsApp->Instagram,52,1.957,7.277,1
2026-01-08 15:18:28,Afternoon,Thursday,YouTube->YouTube,34,0.56,7.051,0
2026-01-08 15:19:16,Afternoon,Thursday,Chrome->YouTube,60,0.961,6.774,0
2026-01-08 15:32:54,Afternoon,Thursday,Instagram->Spotify,40,1.31,4.893,0
2026-01-08 16:44:30,Afternoon,Thursday,WhatsApp->Instagram,42,0.898,4.57,0
2026-01-08 16:45:41,Afternoon,Thursday,Spotify->Amazon,15,2.133,5.92,0
2026-01-08 16:52:57,Afternoon,Thursday,Spotify->Spotify,50,2.012,6.459,0
2026-01-08 17:13:49,Evening,Thursday,Instagram->YouTube,46,0.794,5.92,0
2026-01-08 17:27:09,Evening,Thursday,YouTube->Instagram,57,1.018,7.716,0
2026-01-08 17:44:41,Evening,Thursday,Chrome->Instagram,54,0.815,7.006,0
2026-01-08 18:01:49,Evening,Thursday,Chrome->Instagram,53,1.006,5.95,0
2026-01-08 18:16:53,Evening,Thursday,YouTube->Instagram,49,0.994,7.099,0
2026-01-08 19:11:52,Evening,Thursday,WhatsApp->Zomato,63,1.557,2.324,0
2026-01-08 19:26:34,Evening,Thursday,Chrome->Instagram,47,0.773,6.623,1
2026-01-08 19:33:48,Evening,Thursday,Spotify->Amazon,27,0.5,6.271,0
2026-01-08 19:48:14,Evening,Thursday,Telegram->Zomato,59,0.589,7.757,1
2026-01-08 19:49:39,Evening,Thursday,Spotify->Spotify,37,0.733,4.752,0
2026-01-08 20:09:08,Evening,Thursday,Chrome->YouTube,29,0.844,3.803,1
2026-01-08 20:52:37,Evening,Thursday,YouTube->Zomato,34,1.163,7.067,0
2026-01-08 22:35:30,Late Night,Thursday,Spotify->Amazon,67,0.791,3.396,1
2026-01-08 22:48:46,Late Night,Thursday,Spotify->Amazon,60,0.752,4.382,1
2026-01-08 23:02:38,Late Night,Thursday,Instagram->Spotify,28,0.837,7.617,0
2026-01-08 23:32:11,Late Night,Thursday,Spotify->Instagram,56,0.78,5.427,0
2026-01-08 23:56:50,Late Night,Thursday,YouTube->YouTube,81,0.965,5.981,0
2026-01-09 00:42:43,Late Night,Friday,Chrome->Amazon,55,0.95,8.895,0
2026-01-09 00:47:28,Late Night,Friday,Telegram->YouTube,59,1.548,6.02,0
2026-01-09 01:56:46,Late Night,Friday,Instagram->Amazon,79,0.818,6.768,1
2026-01-09 02:04:04,Late Night,Friday,Telegram->Instagram,75,1.04,4.759,0
2026-01-09 02:17:21,Late Night,Friday,Spotify->Instagram,78,0.969,1.941,1
2026-01-09 02:36:12,Late Night,Friday,YouTube->Myntra,18,1.62,1.58,1
2026-01-09 03:08:06,Late Night,Friday,WhatsApp->Amazon,90,1.124,7.99,0
2026-01-09 03:14:44,Late Night,Friday,Instagram->Amazon,72,1.776,3.845,1
2026-01-09 03:47:11,Late Night,Friday,Chrome->Instagram,101,0.769,2.196,0
2026-01-09 04:04:19,Late Night,Friday,WhatsApp->Zomato,49,1.169,5.268,1
2026-01-09 04:23:34,Late Night,Friday,Instagram->Instagram,34,0.957,8.048,0
2026-01-09 05:13:39,Morning,Friday,Instagram->WhatsApp,30,0.68,3.991,0
2026-01-09 05:20:17,Morning,Friday,Chrome->Zomato,26,1.056,4.891,0
2026-01-09 05:58:01,Morning,Friday,Spotify->YouTube,40,2.093,8.53,0
2026-01-09 06:48:31,Morning,Friday,Spotify->Instagram,47,0.783,2.204,0
2026-01-09 06:49:05,Morning,Friday,Telegram->Spotify,29,1.032,1.919,0
2026-01-09 07:03:01,Morning,Friday,Instagram->Amazon,26,0.658,5.781,0
2026-01-09 07:15:10,Morning,Friday,Telegram->WhatsApp,38,0.622,3.099,0
2026-01-09 08:34:20,Morning,Friday,Spotify->YouTube,26,0.803,1.529,0
2026-01-09 08:35:58,Morning,Friday,Spotify->WhatsApp,25,0.913,6.64,0
2026-01-09 08:41:39,Morning,Friday,Chrome->Myntra,47,0.929,4.724,1
2026-01-09 09:11:28,Morning,Friday,Chrome->YouTube,50,0.994,6.303,0
2026-01-09 09:14:50,Morning,Friday,Spotify->WhatsApp,47,0.579,3.351,0
2026-01-09 09:57:26,Morning,Friday,WhatsApp->Instagram,27,0.854,1.916,0
2026-01-09 10:14:51,Morning,Friday,Instagram->YouTube,0,1.311,2.062,0
2026-01-09 10:45:01,Morning,Friday,Instagram->Spotify,28,0.647,7.256,0
2026-01-09 10:45:33,Morning,Friday,Chrome->Instagram,18,0.947,6.019,0
2026-01-09 11:46:59,Morning,Friday,Instagram->Instagram,28,1.211,5.176,0
2026-01-09 12:04:34,Afternoon,Friday,Instagram->WhatsApp,29,0.805,4.745,0
2026-01-09 12:14:51,Afternoon,Friday,Telegram->Instagram,40,1.233,2.232,0
2026-01-09 12:16:57,Afternoon,Friday,YouTube->WhatsApp,23,0.608,5.256,0
2026-01-09 12:20:52,Afternoon,Friday,WhatsApp->Instagram,20,1.518,9.321,0
2026-01-09 12:21:13,Afternoon,Friday,Chrome->YouTube,60,1.245,2.914,0
2026-01-09 12:47:20,Afternoon,Friday,Spotify->Zomato,24,1.106,7.936,0
2026-01-09 12:54:54,Afternoon,Friday,Chrome->WhatsApp,40,1.661,6.733,0
2026-01-09 13:54:57,Afternoon,Friday,Instagram->Instagram,55,0.956,7.386,0
2026-01-09 14:21:54,Afternoon,Friday,Telegram->Myntra,55,0.857,9.093,1
2026-01-09 14:23:34,Afternoon,Friday,Telegram->Spotify,53,1.825,2.793,0
2026-01-09 14:37:18,Afternoon,Friday,WhatsApp->Instagram,45,2.18,1.97,0
2026-01-09 15:23:06,Afternoon,Friday,YouTube->Spotify,52,0.832,5.927,0
2026-01-09 16:21:03,Afternoon,Friday,Spotify->Instagram,62,1.037,6.37,0
2026-01-09 17:24:06,Evening,Friday,Chrome->YouTube,57,1.611,2.625,0
2026-01-09 17:39:56,Evening,Friday,Spotify->Amazon,21,1.052,7.432,0
2026-01-09 17:40:08,Evening,Friday,YouTube->Spotify,42,1.358,5.753,0
2026-01-09 17:58:14,Evening,Friday,YouTube->Spotify,61,1.457,6.552,0
2026-01-09 19:37:01,Evening,Friday,Spotify->Instagram,40,0.875,2.224,0
2026-01-09 20:15:02,Evening,Friday,Spotify->Instagram,76,1.27,7.716,0
2026-01-09 20:31:47,Evening,Friday,YouTube->Amazon,49,1.081,9.005,0
2026-01-09 21:06:09,Evening,Friday,YouTube->YouTube,51,0.682,4.927,0
2026-01-09 21:20:27,Evening,Friday,YouTube->Instagram,68,0.744,5.129,0
2026-01-09 21:26:06,Evening,Friday,Chrome->Spotify,47,0.845,4.69,0
2026-01-09 21:43:48,Evening,Friday,Instagram->Instagram,53,1.542,6.072,0
2026-01-09 22:10:22,Late Night,Friday,Spotify->Instagram,76,1.717,2.021,0
2026-01-09 22:41:50,Late Night,Friday,WhatsApp->Zomato,38,1.585,5.633,0
2026-01-09 23:34:17,Late Night,Friday,Spotify->Zomato,57,1.409,7.868,1
2026-01-09 23:39:24,Late Night,Friday,YouTube->YouTube,75,1.394,3.833,0
2026-01-10 00:09:40,Late Night,Saturday,YouTube->Instagram,63,1.324,8.46,0
2026-01-10 00:27:49,Late Night,Saturday,Instagram->Spotify,85,1.391,10.0,0
2026-01-10 00:29:55,Late Night,Saturday,YouTube->Zomato,37,1.428,8.733,0
2026-01-10 01:08:28,Late Night,Saturday,Spotify->Instagram,35,0.699,5.885,0
2026-01-10 01:12:09,Late Night,Saturday,WhatsApp->Zomato,74,0.883,6.948,1
2026-01-10 01:14:36,Late Night,Saturday,YouTube->Myntra,76,0.806,4.358,1
2026-01-10 01:22:49,Late Night,Saturday,Instagram->Amazon,59,1.815,10.0,0
2026-01-10 01:24:56,Late Night,Saturday,Instagram->Zomato,68,2.234,2.644,1
2026-01-10 02:02:16,Late Night,Saturday,Telegram->Zomato,74,0.523,9.475,1
2026-01-10 02:24:23,Late Night,Saturday,WhatsApp->Myntra,49,2.16,8.399,1
2026-01-10 02:28:29,Late Night,Saturday,Instagram->Amazon,51,1.232,3.777,1
2026-01-10 02:55:19,Late Night,Saturday,Telegram->Myntra,65,1.751,7.673,1
2026-01-10 03:03:34,Late Night,Saturday,Telegram->Amazon,76,1.445,5.577,1
2026-01-10 03:07:14,Late Night,Saturday,YouTube->Zomato,43,2.06,5.654,0
2026-01-10 03:28:16,Late Night,Saturday,Telegram->Amazon,59,1.29,5.206,1
2026-01-10 03:34:22,Late Night,Saturday,WhatsApp->Zomato,58,0.71,5.272,0
2026-01-10 03:34:43,Late Night,Saturday,WhatsApp->Myntra,69,1.145,7.144,0
2026-01-10 04:54:18,Late Night,Saturday,YouTube->Amazon,62,1.45,9.093,0
2026-01-10 05:24:16,Morning,Saturday,WhatsApp->Instagram,21,0.998,1.119,0
2026-01-10 05:52:37,Morning,Saturday,WhatsApp->WhatsApp,50,1.391,2.106,0
2026-01-10 06:38:45,Morning,Saturday,Instagram->WhatsApp,21,1.057,1.371,0
2026-01-10 08:11:24,Morning,Saturday,Instagram->Instagram,25,0.864,7.158,0
2026-01-10 09:03:42,Morning,Saturday,YouTube->Zomato,5,0.717,5.133,0
2026-01-10 10:00:02,Morning,Saturday,WhatsApp->Instagram,19,0.933,2.511,0
2026-01-10 10:15:25,Morning,Saturday,Chrome->Instagram,38,1.171,4.527,0
2026-01-10 10:35:40,Morning,Saturday,WhatsApp->Myntra,35,0.514,5.894,0
2026-01-10 10:43:30,Morning,Saturday,Spotify->WhatsApp,40,0.805,2.513,0
2026-01-10 10:59:42,Morning,Saturday,Spotify->Myntra,39,0.507,4.799,0
2026-01-10 11:22:04,Morning,Saturday,Chrome->Myntra,63,0.857,5.467,0
2026-01-10 11:24:32,Morning,Saturday,WhatsApp->Instagram,18,1.707,0.576,0
2026-01-10 11:39:49,Morning,Saturday,Telegram->YouTube,4,0.69,6.616,0
2026-01-10 12:11:14,Afternoon,Saturday,Spotify->YouTube,23,1.415,7.988,0
2026-01-10 12:55:29,Afternoon,Saturday,YouTube->Instagram,29,3.0,6.236,0
2026-01-10 13:00:49,Afternoon,Saturday,Telegram->Myntra,24,1.882,4.658,0
2026-01-10 13:50:37,Afternoon,Saturday,YouTube->WhatsApp,41,1.14,4.596,0
2026-01-10 14:33:40,Afternoon,Saturday,YouTube->Myntra,60,1.501,3.454,1
2026-01-10 14:40:24,Afternoon,Saturday,Spotify->Zomato,65,0.644,6.243,0
2026-01-10 14:57:43,Afternoon,Saturday,WhatsApp->WhatsApp,48,0.596,6.854,0
2026-01-10 16:30:10,Afternoon,Saturday,Spotify->Instagram,74,1.095,3.029,0
2026-01-10 16:49:45,Afternoon,Saturday,Chrome->YouTube,34,1.26,5.097,0
2026-01-10 16:51:19,Afternoon,Saturday,WhatsApp->YouTube,14,1.642,4.319,0
2026-01-10 16:54:59,Afternoon,Saturday,Chrome->Instagram,57,0.873,7.4,1
2026-01-10 17:12:21,Evening,Saturday,Chrome->Zomato,21,1.166,6.434,1
2026-01-10 17:16:30,Evening,Saturday,Instagram->Instagram,38,1.151,5.511,0
2026-01-10 18:10:24,Evening,Saturday,Instagram->Myntra,58,1.031,2.666,0
2026-01-10 18:27:14,Evening,Saturday,Chrome->Instagram,48,1.054,3.142,0
2026-01-10 18:51:56,Evening,Saturday,Telegram->Spotify,47,0.783,4.53,0
2026-01-10 19:03:43,Evening,Saturday,WhatsApp->Instagram,31,1.205,6.0,0
2026-01-10 19:13:24,Evening,Saturday,Instagram->Spotify,50,1.167,7.944,0
2026-01-10 19:39:02,Evening,Saturday,Spotify->Spotify,66,0.916,8.989,0
2026-01-10 19:49:56,Evening,Saturday,YouTube->Spotify,50,1.395,2.915,0
2026-01-10 20:33:42,Evening,Saturday,YouTube->Spotify,37,1.601,8.281,0
2026-01-10 21:26:00,Evening,Saturday,Spotify->Spotify,30,1.401,5.204,0
2026-01-10 21:34:06,Evening,Saturday,Instagram->Zomato,37,0.729,9.055,0
2026-01-10 21:39:20,Evening,Saturday,Telegram->YouTube,56,1.125,4.109,0
2026-01-10 21:51:46,Evening,Saturday,Chrome->YouTube,55,0.766,0.665,0
2026-01-10 22:04:57,Late Night,Saturday,Chrome->Zomato,49,1.236,5.083,1
2026-01-10 22:17:43,Late Night,Saturday,WhatsApp->Amazon,27,0.844,7.502,1
2026-01-10 22:18:12,Late Night,Saturday,WhatsApp->Amazon,69,1.936,2.165,1
2026-01-10 23:22:43,Late Night,Saturday,Telegram->YouTube,48,1.605,9.037,0
2026-01-10 23:23:19,Late Night,Saturday,Telegram->Zomato,73,1.847,5.064,1
2026-01-10 23:25:07,Late Night,Saturday,Instagram->Zomato,50,1.777,8.061,1
2026-01-10 23:41:55,Late Night,Saturday,WhatsApp->YouTube,46,1.075,5.622,0
2026-01-10 23:47:42,Late Night,Saturday,Instagram->Spotify,64,1.014,8.373,0
2026-01-11 00:07:50,Late Night,Sunday,Spotify->Amazon,100,2.31,7.271,1
2026-01-11 01:23:50,Late Night,Sunday,Telegram->Instagram,74,1.119,5.402,0
2026-01-11 01:58:01,Late Night,Sunday,Instagram->Spotify,64,0.712,5.354,0
2026-01-11 03:40:27,Late Night,Sunday,WhatsApp->Myntra,68,1.747,8.787,1
2026-01-11 04:07:50,Late Night,Sunday,Instagram->Amazon,34,1.259,5.814,1
2026-01-11 05:11:10,Morning,Sunday,YouTube->Instagram,12,1.92,4.513,0
2026-01-11 05:51:29,Morning,Sunday,Instagram->Zomato,0,1.188,4.921,0
